"STATE/UT,",,,,,,,SEATS,,,VOTES,% OF,,
NUMBER OF,PAR,TY,PARTY,,,,CONT- SE,ATS FD,IN P,OLLED,VOTES,,
CONSTITUENCIES,T,YPE,,,,,ESTED W,ON SE,ATS BY,PARTY,POLLED,,
,,N,INC(U),,,,1,0,1,1782,5.72%,,
,,,,,,,,,,,,,
,,N,JNP,,,,1,0,0,5697,18.29%,,
,,,,,,,,,,,,,
,,Z,IND,,,,1,0,1,4390,14.09%,,
,,,,,,,,,,,,,
"State/UT total (Contestants,",Seats,"Won, F","D in Seats,",Valid,Votes),:,4,1,2,31146,,,
,,,,,,,,,,,,,
TIONAL CAPITAL,,7,,,,,,,,,,,
RITORY OF DELHI,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,N,CPI,,,,1,0,1,5398,0.27%,,
,,,,,,,,,,,,,
,,N,INC(I),,,,7,6,0,990004,50.40%,,
,,,,,,,,,,,,,
,,N,INC(U),,,,4,0,4,16243,0.83%,,
,,,,,,,,,,,,,
,,N,JNP,,,,7,1,0,744438,37.90%,,
,,,,,,,,,,,,,
,,N,JNP(S),,,,5,0,4,134495,6.85%,,
"ELECTIONS - INDIA, 1",980,,,,,,VO,TES,POLLED IN ST,ATES BY,PARTIES,,
,,,,,,,,,,,,,
"STATE/UT,",,,,,,,SEATS,,,VOTES,% OF,,
NUMBER OF,PAR,TY,PARTY,,,,CONT- S,EATS,FD IN P,OLLED,VOTES,,
CONSTITUENCIES,T,YPE,,,,,ESTED,WON,SEATS BY,PARTY,POLLED,,
,,,,,,,,,,,,,
1,,2,3,,,,4,5,6,7,8,,
,,,,,,,,,,,,,
TIONAL CAPITAL,,7,,,,,,,,,,,
RITORY OF DELHI,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,U,BSP,,,,2,0,2,1154,0.06%,,
,,,,,,,,,,,,,
,,U,ILP,,,,3,0,3,1617,0.08%,,
,,,,,,,,,,,,,
,,U,RPI,,,,1,0,1,1423,0.07%,,
,,,,,,,,,,,,,
,,U,RRP,,,,5,0,5,2704,0.14%,,
,,,,,,,,,,,,,
,,Z,IND,,,,133,0,133,66962,3.41%,,
,,,,,,,,,,,,,
"State/UT total (Contestants,",Seats,"Won, F","D in Seats,",Valid,Votes),:,168,7,153,1964438,,,
,,,,,,,,,,,,,
LAKSHADWEEP,,1,,,,,,,,,,,
,,,,,,,,,,,,,
,,N,INC(I),,,,1,0,1,685,3.85%,,
,,,,,,,,,,,,,
,,N,INC(U),,,,1,1,0,10018,56.37%,,
,,,,,,,,,,,,,
,,N,JNP,,,,1,0,0,7069,39.78%,,
,,,,,,,,,,,,,
"State/UT total (Contestants,",Seats,"Won, F","D in Seats,",Valid,Votes),:,3,1,1,17772,,,
,,,,,,,,,,,,,
PONDICHERRY,,1,,,,,,,,,,,
,,,,,,,,,,,,,
,,N,INC(I),,,,1,1,0,164589,66.45%,,
,,,,,,,,,,,,,
,,N,JNP,,,,1,0,0,66025,26.66%,,
,,,,,,,,,,,,,
,,N,JNP(S),,,,1,0,1,17067,6.89%,,
,,,,,,,,,,,,,
"State/UT total (Contestants,",Seats,"Won, F","D in Seats,",Valid,Votes),:,3,1,1,247681,,,
,,,,,,,,,,,,,
,Gran,d Total,:,,,,4629,529,3417,197824274,,,
,,,,,,,,,,,,,
"Party, S - State Party, U -",Regis,tered (,Unrecognis,ed) P,"arty, Z",-,Independent,,,,,,
